dos;thz
0.04690668219123628; 30.901918431809737
0.04882997756510388; 1.0565141380358725
0.04968477550904504; 32.39657190635452
0.0543861642007214; 29.977372491638796
0.05481356317269204; 33.32176700111483
0.054528630524711574; 2.134383128948336
0.05673685854655963; 3.137576644370114
0.061224547752250724; 34.261043756967666
0.059429472069974176; 28.915105908584167
0.05951495186436839; 4.133779264214041
0.06455825973362117; 28.11814381270903
0.06293414364013294; 5.004145763656631
0.06934512821969163; 35.16954241410764
0.06720813335983877; 5.9793756967669935
0.07361911793939746; 27.821475625823453
0.07190952205151513; 6.935730211817159
0.073334185291417; 38.048944010900534
0.07693774525116903; 16.02546888320545
0.07874790560304445; 39.7606542008716
0.07874790560304445; 35.90930627343671
0.07703830971516212; 7.842948717948708
0.08045750149092668; 37.053924698489915
0.08302189532275017; 27.661320563494474
0.08302189532275017; 8.813684503901897
0.08558628915457367; 16.81272169859126
0.08558628915457367; 15.40564507955812
0.08815068298639717; 40.18010793554272
0.0860136881265442; 36.5994983277592
0.08943287990230886; 9.686298076923073
0.09242467270610288; 27.524044795783926
0.09498906653792638; 17.075833586703148
0.09498906653792638; 15.207357859531768
0.09755346036974988; 40.359329076720385
0.09712606139777924; 10.610144927536226
0.1018274500894557; 27.42871440154049
0.10439184392127909; 17.297000101347926
0.10439184392127909; 15.07389530759096
0.10610143980916142; 11.462779973649539
0.10695623775310259; 40.50041806020067
0.11123022747280842; 27.32194435998784
0.11379462130463192; 17.49528732137427
0.11379462130463192; 14.955685618729092
0.11550421719251414; 12.168224891050976
0.1163590151364553; 40.61100131752306
0.12063300485616113; 27.222800749974663
0.12319739868798463; 17.663068815242724
0.12319739868798463; 14.84510236140671
0.12490699457586696; 12.660129725347112
0.12576179251980812; 40.71395814330597
0.13003578223951384; 27.13891000304044
0.13260017607133734; 17.81178423026249
0.13260017607133734; 14.73451910408432
0.13430977195921967; 12.98806628154454
0.13516456990316084; 40.80547532177967
0.13943855962286655; 27.043579608796996
0.14200295345469005; 17.952873213742777
0.14200295345469005; 14.63918870984088
0.14371254934257238; 13.239738522347217
0.14456734728651355; 40.900805716023115
0.14884133700621938; 26.94824921455356
0.15140573083804276; 18.071082902604637
0.15140573083804276; 14.524792236748759
0.1531153267259251; 13.44565217391304
0.15397012466986626; 40.99613611026655
0.1582441143895721; 26.81097344684301
0.16080850822139559; 18.185479375696765
0.16655638542583795; 14.395975220431723
0.15867539450392332; 47.54071596680293
0.16187700565132201; 13.671108556298769
0.16337290205321897; 41.09146650450998
0.1676468917729248; 46.22786814634641
0.1676468917729248; 26.681324110671934
0.1657235963990572; 23.21368102006689
0.1702112856047483; 18.292249417249415
0.17135101619666981; 48.280920971138364
0.1702112856047483; 24.842809364548494
0.1702112856047483; 21.888656633221853
0.1711370800556612; 13.925965339008819
0.1727756794365718; 41.1944233302929
0.1770496691562775; 45.64444613357657
0.17887853917587282; 26.328132917806833
0.17534007326839518; 25.467196209587513
0.17790446710021868; 21.144534813013074
0.179614062988101; 18.391393027262588
0.18239286627097984; 48.75548494983278
0.17652713486496463; 14.01658305462653
0.1821784568199245; 41.29356694030608
0.18645244653963022; 45.24405847775414
0.1873072444835714; 20.67169605756562
0.18901684037145372; 18.486723421506028
0.19158123420327722; 41.39271055031925
0.19585522392298305; 44.93900121617513
0.1967100218669242; 20.366638795986617
0.19841961775480643; 18.582053815749468
0.20098401158662993; 41.50329380764164
0.20525800130633576; 44.69495540691193
0.20611279925027692; 20.137845849802368
0.20782239513815925; 18.68119742576264
0.21038678896998264; 41.6215034965035
0.21466077868968847; 44.50048140265532
0.21551557663362964; 19.950998277085233
0.21722517252151197; 18.80322033039424
0.21978956635333546; 41.7130206749772
0.22406355607304118; 44.33269990878687
0.22491835401698235; 19.642509121313466
0.22662794990486468; 18.96032482010743
0.22919234373668818; 41.804537853450896
0.2334663334563939; 44.21067700415527
0.2360307272882174; 19.314191243539064
0.2385951211200409; 41.88461538461539
0.24286911083974672; 44.081027667984195
0.24201431289580555; 19.318004459308803
0.2479978985033936; 41.97231934731935
0.2522718882230994; 43.989510489510494
0.2574006758867463; 42.02951758386541
0.26167466560645214; 43.90180652680653
0.26680345327009913; 42.09815546772069
0.27107744298980485; 43.82554221141178
0.27620623065345185; 42.1706065673457
0.28048022037315756; 43.741651464477556
0.28560900803680456; 42.223991588122026
0.2898829977565104; 43.68826644370123
0.29501178542015727; 42.27737660889835
0.2992857751398631; 43.60818891253674
0.30441456280351; 42.346014492753625
0.3086885525232158; 43.539551028681466
0.3138173401868628; 42.41083916083917
0.3180913299065685; 43.48997922367488
0.3232201175702155; 42.452784534306275
0.32749410728992123; 43.327917553461035
0.3333771284335163; 42.71858810413798
0.34122786092257595; 42.86212901028119
0.35142844972027365; 42.956891659065576
0.3608312271036265; 42.945234113712374
0.36852440859909685; 42.84935897435898
0.1679947746570869; 48.97435897435898
0.1308948399738733; 49.23076923076923
0.06453298497713922; 49.58974358974359
0.002873938602221071; 50.02564102564103
0.03788373612018292; 0.6410256410256281
0.01698236446766821; 0.07692307692305889
0.10241672109732203; 49.38461538461539
0.15022860875244937; 49.12820512820513
