,geom,geom_comment,molecule,n_pretrain_HF,energy_type,epoch,E,E_sigma,wandb_url,experiment,source,method,embedding,orbitals,reuse_from,n_pretrain_variational,n_shared_molecules,epoch_geom,n_moelcules_shared,batch_size,HF_pretraining_loss,n_compounds,model_size
4796,01fac64e87ffccc6cd2a67f3e8a0ba70,CN2H2_smiles_N=C=N_rot_dist_58,CN2H2,,,0.0,-148.38657106,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4797,0d6a81662b3a848733947c02c9090d96,C3H4_smiles_C=C=C_rot_dist_54,C3H4,,,0.0,-116.36333559,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4798,0ee9bf8b870b614e3e67f37555d6734e,C2H4_smiles_C=C_rot_dist_57,C2H4,,,0.0,-78.40067058,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4799,151258110b9bc0d82cc4522c7978695a,CNOH_smiles_N=C=O_rot_dist_50,CNOH,,,0.0,-168.33784034,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4800,1512bd8e61cd397c8207cbf468f8c2a4,C2H4_smiles_C=C_rot_dist_50,C2H4,,,0.0,-78.41125877,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4801,174420a82397416132bd58b65ee10566,COH2_smiles_C=O_rot_dist_54,COH2,,,0.0,-114.28506657,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4802,1d49329b11cdd2369335a13aab3cc318,COH2_smiles_C=O_rot_dist_56,COH2,,,0.0,-114.25909803,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4803,28ae425c4fad0c4ac48818559f9e8dae,CNOH_smiles_N=C=O_rot_dist_59,CNOH,,,0.0,-168.36165404,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4804,29034cafeb6e2373d83078477bff93e9,COH2_smiles_C=O_rot_dist_57,COH2,,,0.0,-114.28588869,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4805,3286c29064387a7053eba13b7a1b00ea,CO2_smiles_O=C=O_rot_dist_57,CO2,,,0.0,-188.12492869,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4806,3780ada9b881baef74b03a48920d511d,CN2H2_smiles_N=C=N_rot_dist_57,CN2H2,,,0.0,-148.4557018,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4807,3962fa508c318c990017beb42983662e,CN2H2_smiles_N=C=N_rot_dist_50,CN2H2,,,0.0,-148.40991065,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4808,3bc0e66e524898b659c5d37ca4f7f35c,COH2_smiles_C=O_rot_dist_55,COH2,,,0.0,-114.22890766,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4809,41bc67289a2b7be9c21cfa58443c8897,CNOH_smiles_N=C=O_rot_dist_51,CNOH,,,0.0,-168.3306801,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4810,44523984294d025aef483ebea873a855,C2H4_smiles_C=C_rot_dist_52,C2H4,,,0.0,-78.37034214,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4811,4ba6380082d722e0b453149025a66f4c,C3H4_smiles_C=C=C_rot_dist_56,C3H4,,,0.0,-116.35226776,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4812,4d7e014e9c7e4f3cce608a74bfa5dd98,COH2_smiles_C=O_rot_dist_53,COH2,,,0.0,-114.26828565,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4813,4e31e685328e460abcc0ca3d64eaa5cb,CNH_smiles_C#N_rot_dist_55,CNH,,,0.0,-93.19772298,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4814,4fd50f6f79299e67b79b78aba129d903,CN2H2_smiles_N=C=N_rot_dist_54,CN2H2,,,0.0,-148.45125388,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4815,505f85ab331252fd0ff03900bc24a92d,COH2_smiles_C=O_rot_dist_50,COH2,,,0.0,-114.25670496,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4816,5188fdca3d00beb9998bb5d2b4e1f96c,CNOH_smiles_N=C=O_rot_dist_52,CNOH,,,0.0,-168.36972237,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4817,525c9db5e9b4210e071dfc9bfd66a9e4,CO2_smiles_O=C=O_rot_dist_50,CO2,,,0.0,-188.22070691,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4818,5540ad5a8bc1745f83b28b78670edcc0,C2H4_smiles_C=C_rot_dist_56,C2H4,,,0.0,-78.39242859,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4819,5cedcfe6358b08a565317d80c1361c02,C2H4_smiles_C=C_rot_dist_55,C2H4,,,0.0,-78.386772,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4820,5ed758e2247d4afcbcac2fdd84382072,CNOH_smiles_N=C=O_rot_dist_58,CNOH,,,0.0,-168.29527398,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4821,63ed555a2939eb898bada9d20327519d,C3H4_smiles_C=C=C_rot_dist_57,C3H4,,,0.0,-116.37157323,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4822,644a83770910dae26308cc4292492ba7,CN2H2_smiles_N=C=N_rot_dist_51,CN2H2,,,0.0,-148.41023201,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4823,662535ff35c7916e7a0d7e52e6c49903,CNH_smiles_C#N_rot_dist_52,CNH,,,0.0,-93.23433377,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4824,6a294303f8d43a6d5844c9c3fc191c96,CO2_smiles_O=C=O_rot_dist_53,CO2,,,0.0,-188.1276166,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4825,6b8d6828b3ce822521b77874a926b53e,CO2_smiles_O=C=O_rot_dist_51,CO2,,,0.0,-188.0467938,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4826,6e97b29f1f881eef3d149f368b85f9e5,CO2_smiles_O=C=O_rot_dist_54,CO2,,,0.0,-188.13885925,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4827,6eed87dcf803dd7d5b448ee31ab417cf,CNH_smiles_C#N_rot_dist_53,CNH,,,0.0,-93.2705142,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4828,74321a3f3372c3c60fcbcec34a1de878,C2H4_smiles_C=C_rot_dist_54,C2H4,,,0.0,-78.37268996,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4829,77b8fe492b0c6d92617468f30bc68ea2,CNOH_smiles_N=C=O_rot_dist_56,CNOH,,,0.0,-168.35666253,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4830,7fb33840aa5b12fb4def7a7d20d054d9,CO2_smiles_O=C=O_rot_dist_59,CO2,,,0.0,-188.1299461,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4831,871ddaa9cb59f5350a7a8f28296d3a7a,CNOH_smiles_N=C=O_rot_dist_57,CNOH,,,0.0,-168.35124498,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4832,87e73f202a203354d64a52fa0d45b340,CNH_smiles_C#N_rot_dist_58,CNH,,,0.0,-93.25617789,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4833,8d25b8d3137c86f2e5698b54d0a0b56c,CNOH_smiles_N=C=O_rot_dist_53,CNOH,,,0.0,-168.29579989,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4834,8db5c5957b1688d542c09d9212cfc98d,COH2_smiles_C=O_rot_dist_58,COH2,,,0.0,-114.27971647,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4835,92daabc0c580dce1cc330bb68bafdcca,C2H4_smiles_C=C_rot_dist_53,C2H4,,,0.0,-78.35520829,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4836,9b1496c115ba1caeef04b4c9f1b7c5a6,C3H4_smiles_C=C=C_rot_dist_51,C3H4,,,0.0,-116.39180446,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4837,9e1a98a6e9ed795cdf456c780249b6ac,COH2_smiles_C=O_rot_dist_59,COH2,,,0.0,-114.27362986,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4838,a2ecea603a44528faa7101cca2e8358b,C3H4_smiles_C=C=C_rot_dist_52,C3H4,,,0.0,-116.35938339,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4839,aa4d7331f8830475bb806b33feb226f2,COH2_smiles_C=O_rot_dist_52,COH2,,,0.0,-114.29002473,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4840,adc18250f835054d410bd977c58b6cb3,CNH_smiles_C#N_rot_dist_56,CNH,,,0.0,-93.25195885,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4841,adf13c6e0a70bb28ad9b6589a5e0e67a,CNH_smiles_C#N_rot_dist_57,CNH,,,0.0,-93.25432527,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4842,ae7f869e4dc259959ddca3a99c75eca1,CN2H2_smiles_N=C=N_rot_dist_52,CN2H2,,,0.0,-148.45372909,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4843,b2c66515e32b29b4d09cfa60705cd14c,C3H4_smiles_C=C=C_rot_dist_50,C3H4,,,0.0,-116.40018819,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4844,b2cc341b45071fec3c3f508d88ffabd6,CNH_smiles_C#N_rot_dist_51,CNH,,,0.0,-93.23572737,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4845,b2d95744ec27649f03c0f88aa5ebbe79,CNOH_smiles_N=C=O_rot_dist_55,CNOH,,,0.0,-168.34007146,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4846,b829bc18fa469b0981034a0fd9d049ea,CNH_smiles_C#N_rot_dist_50,CNH,,,0.0,-93.23776129,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4847,baf0cc5781e14284a3d4fcc6ba836bb1,C3H4_smiles_C=C=C_rot_dist_58,C3H4,,,0.0,-116.31457034,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4848,bb58b0dc230e552c001d426fa4702fc0,CNH_smiles_C#N_rot_dist_59,CNH,,,0.0,-93.25948288,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4849,bbbfca44b9091198c7125c7f717a805b,C3H4_smiles_C=C=C_rot_dist_55,C3H4,,,0.0,-116.38715499,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4850,be0913ed5ff7db1796805358a70390f8,C2H4_smiles_C=C_rot_dist_51,C2H4,,,0.0,-78.41441264,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4851,be7f6f48254ccdc6dcdd17ec75d15424,CNH_smiles_C#N_rot_dist_54,CNH,,,0.0,-93.14870206,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4852,c3391b9bd27974d7c1fbdfbbfb510f79,CO2_smiles_O=C=O_rot_dist_55,CO2,,,0.0,-188.12426513,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4853,c9ade00a8a08f0193ad85a4e79889010,CN2H2_smiles_N=C=N_rot_dist_59,CN2H2,,,0.0,-148.45102258,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4854,cdc0a52870d1c76c5a3632d8502fec88,CNOH_smiles_N=C=O_rot_dist_54,CNOH,,,0.0,-168.3349618,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4855,d08af6707a0a466446d7cf60d2174083,C3H4_smiles_C=C=C_rot_dist_53,C3H4,,,0.0,-116.39436545,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4856,d422cfadf8470805c402a4512c58b7ce,CN2H2_smiles_N=C=N_rot_dist_53,CN2H2,,,0.0,-148.42819139,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4857,dede1f34c8bb577fddaf0619b383d175,CO2_smiles_O=C=O_rot_dist_56,CO2,,,0.0,-188.18468633,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4858,e1ab076fedecbaa059d96d0021aed644,COH2_smiles_C=O_rot_dist_51,COH2,,,0.0,-114.27744686,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4859,e22669aff25c01b3c2376967ca170609,CO2_smiles_O=C=O_rot_dist_58,CO2,,,0.0,-188.11947437,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4860,e68274c6eab66c12f4d8ba4dd003a010,C3H4_smiles_C=C=C_rot_dist_59,C3H4,,,0.0,-116.40449573,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4861,eb669982bf01e77615c8baee5215e9d3,C2H4_smiles_C=C_rot_dist_58,C2H4,,,0.0,-78.39221541,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4862,f564966fbcdd0e2cb3b684c6270e4d87,CN2H2_smiles_N=C=N_rot_dist_56,CN2H2,,,0.0,-148.44107848,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4863,f69163ecd3e6cc6afae99e3ad81f4ea2,C2H4_smiles_C=C_rot_dist_59,C2H4,,,0.0,-78.39220856,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4864,fa9aab73ff0bde1928b5e68f4f8f8235,CN2H2_smiles_N=C=N_rot_dist_55,CN2H2,,,0.0,-148.40571572,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
4865,fc96c098d3b167ff507343c9f5de5c85,CO2_smiles_O=C=O_rot_dist_52,CO2,,,0.0,-187.99882115,,,CCSD(T)_ccpCVDZ,pyscf_CCSD(T)_ccpCVDZ,indep,,,,,,,,,,,
5006,01fac64e87ffccc6cd2a67f3e8a0ba70,CN2H2_smiles_N=C=N_rot_dist_58,CN2H2,,,0.0,-148.57889442,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5007,0d6a81662b3a848733947c02c9090d96,C3H4_smiles_C=C=C_rot_dist_54,C3H4,,,0.0,-116.51007884,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5008,0ee9bf8b870b614e3e67f37555d6734e,C2H4_smiles_C=C_rot_dist_57,C2H4,,,0.0,-78.50432015,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5009,151258110b9bc0d82cc4522c7978695a,CNOH_smiles_N=C=O_rot_dist_50,CNOH,,,0.0,-168.54540146,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5010,1512bd8e61cd397c8207cbf468f8c2a4,C2H4_smiles_C=C_rot_dist_50,C2H4,,,0.0,-78.51918559,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5011,174420a82397416132bd58b65ee10566,COH2_smiles_C=O_rot_dist_54,COH2,,,0.0,-114.42937182,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5012,1d49329b11cdd2369335a13aab3cc318,COH2_smiles_C=O_rot_dist_56,COH2,,,0.0,-114.39748749,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5013,28ae425c4fad0c4ac48818559f9e8dae,CNOH_smiles_N=C=O_rot_dist_59,CNOH,,,0.0,-168.56429572,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5014,29034cafeb6e2373d83078477bff93e9,COH2_smiles_C=O_rot_dist_57,COH2,,,0.0,-114.42685913,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5015,3286c29064387a7053eba13b7a1b00ea,CO2_smiles_O=C=O_rot_dist_57,CO2,,,0.0,-188.33822982,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5016,3780ada9b881baef74b03a48920d511d,CN2H2_smiles_N=C=N_rot_dist_57,CN2H2,,,0.0,-148.64738816,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5017,3962fa508c318c990017beb42983662e,CN2H2_smiles_N=C=N_rot_dist_50,CN2H2,,,0.0,-148.60038708,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5018,3bc0e66e524898b659c5d37ca4f7f35c,COH2_smiles_C=O_rot_dist_55,COH2,,,0.0,-114.36865191,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5019,41bc67289a2b7be9c21cfa58443c8897,CNOH_smiles_N=C=O_rot_dist_51,CNOH,,,0.0,-168.5362007,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5020,44523984294d025aef483ebea873a855,C2H4_smiles_C=C_rot_dist_52,C2H4,,,0.0,-78.47758163,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5021,4ba6380082d722e0b453149025a66f4c,C3H4_smiles_C=C=C_rot_dist_56,C3H4,,,0.0,-116.50121903,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5022,4d7e014e9c7e4f3cce608a74bfa5dd98,COH2_smiles_C=O_rot_dist_53,COH2,,,0.0,-114.41393827,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5023,4e31e685328e460abcc0ca3d64eaa5cb,CNH_smiles_C#N_rot_dist_55,CNH,,,0.0,-93.30036023,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5024,4fd50f6f79299e67b79b78aba129d903,CN2H2_smiles_N=C=N_rot_dist_54,CN2H2,,,0.0,-148.63388113,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5025,505f85ab331252fd0ff03900bc24a92d,COH2_smiles_C=O_rot_dist_50,COH2,,,0.0,-114.39660536,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5026,5188fdca3d00beb9998bb5d2b4e1f96c,CNOH_smiles_N=C=O_rot_dist_52,CNOH,,,0.0,-168.5748912,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5027,525c9db5e9b4210e071dfc9bfd66a9e4,CO2_smiles_O=C=O_rot_dist_50,CO2,,,0.0,-188.43704321,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5028,5540ad5a8bc1745f83b28b78670edcc0,C2H4_smiles_C=C_rot_dist_56,C2H4,,,0.0,-78.49801151,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5029,5cedcfe6358b08a565317d80c1361c02,C2H4_smiles_C=C_rot_dist_55,C2H4,,,0.0,-78.48926961,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5030,5ed758e2247d4afcbcac2fdd84382072,CNOH_smiles_N=C=O_rot_dist_58,CNOH,,,0.0,-168.50926463,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5031,63ed555a2939eb898bada9d20327519d,C3H4_smiles_C=C=C_rot_dist_57,C3H4,,,0.0,-116.5237291,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5032,644a83770910dae26308cc4292492ba7,CN2H2_smiles_N=C=N_rot_dist_51,CN2H2,,,0.0,-148.60943688,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5033,662535ff35c7916e7a0d7e52e6c49903,CNH_smiles_C#N_rot_dist_52,CNH,,,0.0,-93.3543257,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5034,6a294303f8d43a6d5844c9c3fc191c96,CO2_smiles_O=C=O_rot_dist_53,CO2,,,0.0,-188.34117155,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5035,6b8d6828b3ce822521b77874a926b53e,CO2_smiles_O=C=O_rot_dist_51,CO2,,,0.0,-188.25894289,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5036,6e97b29f1f881eef3d149f368b85f9e5,CO2_smiles_O=C=O_rot_dist_54,CO2,,,0.0,-188.35230275,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5037,6eed87dcf803dd7d5b448ee31ab417cf,CNH_smiles_C#N_rot_dist_53,CNH,,,0.0,-93.3799537,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5038,74321a3f3372c3c60fcbcec34a1de878,C2H4_smiles_C=C_rot_dist_54,C2H4,,,0.0,-78.47390596,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5039,77b8fe492b0c6d92617468f30bc68ea2,CNOH_smiles_N=C=O_rot_dist_56,CNOH,,,0.0,-168.55609929,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5040,7fb33840aa5b12fb4def7a7d20d054d9,CO2_smiles_O=C=O_rot_dist_59,CO2,,,0.0,-188.34439437,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5041,871ddaa9cb59f5350a7a8f28296d3a7a,CNOH_smiles_N=C=O_rot_dist_57,CNOH,,,0.0,-168.5538695,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5042,87e73f202a203354d64a52fa0d45b340,CNH_smiles_C#N_rot_dist_58,CNH,,,0.0,-93.37081604,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5043,8d25b8d3137c86f2e5698b54d0a0b56c,CNOH_smiles_N=C=O_rot_dist_53,CNOH,,,0.0,-168.50165296,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5044,8db5c5957b1688d542c09d9212cfc98d,COH2_smiles_C=O_rot_dist_58,COH2,,,0.0,-114.42195337,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5045,92daabc0c580dce1cc330bb68bafdcca,C2H4_smiles_C=C_rot_dist_53,C2H4,,,0.0,-78.45750044,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5046,9b1496c115ba1caeef04b4c9f1b7c5a6,C3H4_smiles_C=C=C_rot_dist_51,C3H4,,,0.0,-116.53968683,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5047,9e1a98a6e9ed795cdf456c780249b6ac,COH2_smiles_C=O_rot_dist_59,COH2,,,0.0,-114.41391241,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5048,a2ecea603a44528faa7101cca2e8358b,C3H4_smiles_C=C=C_rot_dist_52,C3H4,,,0.0,-116.5132981,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5049,aa4d7331f8830475bb806b33feb226f2,COH2_smiles_C=O_rot_dist_52,COH2,,,0.0,-114.43225737,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
5050,adc18250f835054d410bd977c58b6cb3,CNH_smiles_C#N_rot_dist_56,CNH,,,0.0,-93.36831468,,,CCSD(T)_ccpCVTZ,pyscf_CCSD(T)_ccpCVTZ,indep,,,,,,,,,,,
