x_rel,rho_same,rho_diff,R
-9.997716894977167,17.78109375,18.36931310959801,1.2
-9.906392694063925,17.80947265625,18.364879511929647,1.2
-9.815068493150683,17.82001953125,18.389176408402978,1.2
-9.723744292237441,17.816210937500003,18.3642935739118,1.2
-9.6324200913242,17.8353125,18.320387285107905,1.2
-9.541095890410958,17.8328515625,18.357145130094086,1.2
-9.449771689497716,17.90267578125,18.326949790907776,1.2
-9.358447488584474,17.99462890625,18.319410721744827,1.2
-9.267123287671232,17.981699218750002,18.314234935920524,1.2
-9.17579908675799,18.125703124999998,18.274820838586777,1.2
-9.084474885844749,18.15642578125,18.311539621038435,1.2
-8.993150684931507,18.146738281250002,18.32339510026618,1.2
-8.901826484018265,18.18546875,18.282848189431263,1.2
-8.810502283105023,18.15087890625,18.296656795385154,1.2
-8.719178082191782,18.10998046875,18.26456692327448,1.2
-8.62785388127854,18.0933203125,18.276324746165912,1.2
-8.536529680365298,18.021640625,18.294039605572113,1.2
-8.445205479452056,17.971484375,18.278414591762896,1.2
-8.353881278538815,17.97287109375,18.303863833004655,1.2
-8.262557077625573,17.909238281249998,18.31958650315018,1.2
-8.171232876712331,17.8578515625,18.390680315982117,1.2
-8.07990867579909,17.82125,18.38495765467449,1.2
-7.988584474885844,17.7963671875,18.38046546320434,1.2
-7.897260273972606,17.721738281249998,18.363434198152294,1.2
-7.805936073059364,17.7315625,18.40603189204967,1.2
-7.7146118721461185,17.7640234375,18.396832665169494,1.2
-7.623287671232877,17.746171875,18.34794590321391,1.2
-7.531963470319635,17.732988281249998,18.327672447796452,1.2
-7.440639269406393,17.762792968750002,18.32691072837325,1.2
-7.349315068493151,17.83990234375,18.345035744391943,1.2
-7.25799086757991,17.91255859375,18.254586445703843,1.2
-7.166666666666664,17.9658984375,18.265699736775648,1.2
-7.0753424657534225,18.02041015625,18.321578692410856,1.2
-6.984018264840184,18.09533203125,18.259020043372207,1.2
-6.892694063926939,18.10173828125,18.269918490504136,1.2
-6.801369863013697,18.16509765625,18.269020052210106,1.2
-6.710045662100455,18.13740234375,18.225855951562146,1.2
-6.618721461187214,18.15845703125,18.254254414160396,1.2
-6.527397260273972,18.1377734375,18.21380515966179,1.2
-6.43607305936073,18.12291015625,18.230758299644787,1.2
-6.344748858447488,18.087480468749998,18.25032862944083,1.2
-6.2534246575342465,17.979414062500002,18.257301291853192,1.2
-6.162100456621005,17.96806640625,18.25677394763713,1.2
-6.070776255707763,17.92482421875,18.28027006215274,1.2
-5.979452054794521,17.893203125,18.329801355927955,1.2
-5.888127853881279,17.80578125,18.329938074798786,1.2
-5.796803652968038,17.7070703125,18.30917633769979,1.2
-5.705479452054796,17.658925781249998,18.32288728731738,1.2
-5.614155251141554,17.6201171875,18.33200838912851,1.2
-5.522831050228312,17.58998046875,18.304117739479057,1.2
-5.43150684931507,17.590625,18.303336488788595,1.2
-5.340182648401829,17.630742187499997,18.273258337205856,1.2
-5.248858447488587,17.67021484375,18.276910684183758,1.2
-5.157534246575345,17.728398437499997,18.32277009971381,1.2
-5.0662100456621,17.806953125,18.27269193045527,1.2
-4.9748858447488615,17.900644531250002,18.22862939151328,1.2
-4.88356164383562,17.96322265625,18.214547347817724,1.2
-4.792237442922374,18.05232421875,18.21540672357723,1.2
-4.700913242009133,18.10630859375,18.190387170215224,1.2
-4.609589041095891,18.159609375000002,18.15319963734929,1.2
-4.518264840182649,18.19787109375,18.13677384158235,1.2
-4.426940639269407,18.19703125,18.128004302581928,1.2
-4.3356164383561655,18.205136718749998,18.152476980460612,1.2
-4.24429223744292,18.183164062499998,18.128453521728943,1.2
-4.152968036529678,18.1030078125,18.179508254350555,1.2
-4.06164383561644,18.08587890625,18.198844208939462,1.2
-3.970319634703195,17.9452734375,18.207574685405362,1.2
-3.878995433789953,17.81271484375,18.27064114739281,1.2
-3.787671232876715,17.69890625,18.29269194813107,1.2
-3.6963470319634695,17.5342578125,18.27843412303016,1.2
-3.6050228310502277,17.407265625,18.295856013427432,1.2
-3.513698630136986,17.28955078125,18.291246634353715,1.2
-3.422374429223744,17.174609375,18.33739901889269,1.2
-3.3310502283105023,17.159921875,18.305152896643918,1.2
-3.2397260273972606,17.10896484375,18.29694976439408,1.2
-3.148401826484019,17.099453125,18.31431306098957,1.2
-3.057077625570777,17.1653125,18.289566945369224,1.2
-2.965753424657535,17.2562109375,18.249996597897386,1.2
-2.8744292237442934,17.376484375,18.214527816550465,1.2
-2.7831050228310517,17.487109375,18.174391062328038,1.2
-2.69178082191781,17.65796875,18.098121463671802,1.2
-2.6004566210045645,17.84439453125,18.06597299775934,1.2
-2.5091324200913263,17.999394531249997,18.04544563586748,1.2
-2.417808219178081,18.18115234375,18.024840148906577,1.2
-2.326484018264839,18.285039062499997,18.014273733318092,1.2
-2.235159817351601,18.3865625,18.028179995608298,1.2
-2.1438356164383556,18.41431640625,18.087594110617843,1.2
-2.052511415525114,18.348203125,18.09616833694565,1.2
-1.961187214611872,18.183515625,18.175719188501823,1.2
-1.8698630136986303,17.943281250000002,18.18359028920821,1.2
-1.7785388127853885,17.556582031250002,18.22185204177353,1.2
-1.6872146118721467,17.10955078125,18.305934147334376,1.2
-1.595890410958905,16.48712890625,18.368570921442075,1.2
-1.5045662100456632,15.78744140625,18.468688197424626,1.2
-1.4132420091324214,15.039648437499999,18.48569993120941,1.2
-1.3219178082191796,14.17724609375,18.517692146983784,1.2
-1.2305936073059378,13.247695312500001,18.569684380433948,1.2
-1.139269406392696,12.21544921875,18.536578882425673,1.2
-1.0479452054794507,11.170683593749999,18.506813231119114,1.2
-0.9566210045662125,10.145722656250001,18.412379553909663,1.2
-0.8652968036529707,9.12328125,18.223512199490763,1.2
-0.7739726027397253,8.1137890625,18.126558988804575,1.2
-0.6826484018264871,7.149609375,17.880679865249295,1.2
-0.5913242009132418,6.2683203125,17.65171481914249,1.2
-0.5,5.4774609375,17.42069898997323,1.2
-0.5,4.79669921875,17.18599175129154,1.2
-0.4086757990867582,4.2179296875,16.895522744578205,1.2
-0.31735159817351644,3.7415820312499997,16.723745249013135,1.2
-0.22602739726027465,3.4379101562499996,16.551713846973662,1.2
-0.13470319634703287,3.24943359375,16.395053552269008,1.2
-0.043378995433789314,3.1837304687500003,16.32708474219892,1.2
0.04794520547945247,3.2494531250000005,16.39519027113984,1.2
0.13926940639269425,3.4379101562499996,16.551713846973662,1.2
0.23059360730593603,3.7415820312499997,16.723745249013135,1.2
0.3219178082191778,4.2179296875,16.895522744578205,1.2
0.4132420091324196,4.79658203125,17.185815969886185,1.2
0.5045662100456614,5.4775195312500005,17.42071852124049,1.2
0.5958904109589049,6.268281249999999,17.65167575660797,1.2
0.6872146118721467,7.1494921875,17.88060174018025,1.2
0.7785388127853885,8.11373046875,18.126305082330177,1.2
0.8698630136986303,9.123515625,18.223980949905037,1.2
0.9611872146118721,10.1455078125,18.41208658490074,1.2
1.0525114155251138,11.1708203125,18.50714526266256,1.2
1.1438356164383556,12.2152734375,18.536344507218534,1.2
1.2351598173515974,13.24791015625,18.570016411977395,1.2
1.3264840182648392,14.177011718750002,18.51728199037129,1.2
1.4178082191780828,15.039785156250002,18.485973368951075,1.2
1.5091324200913245,15.787265625,18.46861007235558,1.2
1.6004566210045663,16.487421875,18.36878576538195,1.2
1.691780821917808,17.109296875,18.30579742846355,1.2
1.7831050228310499,17.55697265625,18.222125479515196,1.2
1.8744292237442917,17.94287109375,18.18327778893203,1.2
1.9657534246575352,18.183847656250002,18.176051220045267,1.2
2.057077625570777,18.34794921875,18.09577771160042,1.2
2.148401826484019,18.41458984375,18.087984735963072,1.2
2.2397260273972606,18.3861328125,18.027769838995805,1.2
2.3310502283105023,18.28544921875,18.01460576486154,1.2
2.422374429223744,18.18064453125,18.024156554552423,1.2
2.513698630136986,17.99923828125,18.045719073609142,1.2
2.6050228310502277,17.84435546875,18.065777685086722,1.2
2.6963470319634695,17.65849609375,18.098453495215246,1.2
2.7876712328767113,17.4869921875,18.17429340599173,1.2
2.878995433789953,17.37646484375,18.214723129223078,1.2
2.9703196347031966,17.25630859375,18.249859879026552,1.2
3.0616438356164384,17.1651953125,18.28966460170553,1.2
3.15296803652968,17.09955078125,18.31431306098957,1.2
3.244292237442922,17.108984375,18.296891170592296,1.2
3.3356164383561637,17.1599609375,18.305172427911177,1.2
3.4269406392694055,17.1745703125,18.33741855015995,1.2
3.5182648401826473,17.289609374999998,18.291207571819193,1.2
3.609589041095891,17.4072265625,18.295816950892913,1.2
3.7009132420091326,17.5342578125,18.278512248099204,1.2
3.7922374429223744,17.698925781249997,18.292652885596546,1.2
3.883561643835616,17.81255859375,18.270563022323763,1.2
3.974885844748858,17.945390624999998,18.20767234174167,1.2
4.0662100456621,18.0858984375,18.198883271473985,1.2
4.1575342465753415,18.1024609375,18.17880512872914,1.2
4.248858447488583,18.18326171875,18.128648834401556,1.2
4.340182648401825,18.205136718749998,18.152476980460612,1.2
4.431506849315067,18.1974609375,18.128394927927157,1.2
4.522831050228309,18.19767578125,18.136695716513305,1.2
4.614155251141552,18.1598046875,18.153121512280244,1.2
4.705479452054794,18.10625,18.190172326275345,1.2
4.796803652968036,18.05224609375,18.21566063005163,1.2
4.888127853881279,17.96310546875,18.214547347817724,1.2
